inID,Commentaire,star,source,company,index_org,star_org,date
3332,je vais retourner le pull car il semble avoir un défaut au niveau de l'emmanchure le top et le caraco sont parfait .,5,TrustedShop,ShowRoom,4055,5,17/02/2021
3333,les délais de livraison sont très très longs .,4,TrustedShop,ShowRoom,4057,4,16/02/2021
3334,tout etait parfait,4,TrustedShop,ShowRoom,4058,4,16/02/2021
3335,tout ok,5,TrustedShop,ShowRoom,4059,5,16/02/2021
3336,pas eu besoin de contacter le service client,4,TrustedShop,ShowRoom,4061,4,16/02/2021
3337,merci de renouveler votre collection or bijoux plus de bijoux argent et acier inoxydable couleur argent trop de dorés merci martine,5,TrustedShop,ShowRoom,4063,5,16/02/2021
3338,"facile , rapide et articles de bonne qualité",5,TrustedShop,ShowRoom,4064,5,16/02/2021
3339,"j'ai reçu deux produits commandés sur trois , ce pendant le mauvais produit a été réexpédié , grâce à un service après vente efficace .",4,TrustedShop,ShowRoom,4066,4,15/02/2021
3340,"parfait , matière agréable et de qualité",5,TrustedShop,ShowRoom,4067,5,15/02/2021
3341,livraison de commande elle a pas été effectué comme quoi adresse inconnue malgré que j ’ ai effectué plusieurs commandes et que j ’ ai jamais vu le problème de livraison très mécontente,3,TrustedShop,ShowRoom,4068,3,15/02/2021
3342,très satisfaite de mes achats,5,TrustedShop,ShowRoom,4069,5,15/02/2021
3343,"article conforme à mes attentes , livraison assez rapide",5,TrustedShop,ShowRoom,4070,5,15/02/2021
3344,les photos sont bien prise et cela permet de valider la commande . et lors de la livraison on constate que le produit a bien été représenté lors des images sur le site .,5,TrustedShop,ShowRoom,4071,5,15/02/2021
3345,"rien à dire , toujours au top .",5,TrustedShop,ShowRoom,4072,5,15/02/2021
3346,super contente de showroom privé pour cette commande de bijoux .,5,TrustedShop,ShowRoom,4073,5,15/02/2021
3347,très contente de mes commandes les produits sont comme sur les photos je suis toujours satisfaite quand je commande les produits irl .,5,TrustedShop,ShowRoom,4074,5,15/02/2021
3348,pour le moment je suis plutôt satisfaite des commandes effectué auprès de showroom .,4,TrustedShop,ShowRoom,4077,4,15/02/2021
3349,dans l'ensemble satisfaite de ma commande mais certains articles taillent un peu juste !,5,TrustedShop,ShowRoom,4078,5,15/02/2021
3350,"produits de belle qualité à un prix raisonnable , et conformes à la présentation qui est publiée . livraison rapide . très satisfaite .",5,TrustedShop,ShowRoom,4079,5,15/02/2021
3351,il me manquait un produit dans ma commande . ce n ’ est pas la première fois que ça arrive ! ! ! changez vos préparateurs ils sont nuls ! ! ! ! et voleurs ! ! ! !,4,TrustedShop,ShowRoom,4080,4,15/02/2021
3352,"produits conformes , livraison rapide . ras .",4,TrustedShop,ShowRoom,4081,4,15/02/2021
3353,tout s'est très bien passé . c'est la deuxième fois que je commande chez `` heritage `` et les articles sont de qualité . a recommander !,5,TrustedShop,ShowRoom,4082,5,15/02/2021
3354,les bottes sont d'une qualité extraordinaire . très contente de ma commande .,5,TrustedShop,ShowRoom,4084,5,15/02/2021
3355,très contente des produits commandés que j'ai reçu avant la date prévue,5,TrustedShop,ShowRoom,4085,5,15/02/2021
3356,commande reçue bien avant la date estimée et sac irréprochable d ’ un bon rapport qualité prix .,5,TrustedShop,ShowRoom,4088,5,14/02/2021
3357,contente de ma commande tres bon rapport qualite prix .,4,TrustedShop,ShowRoom,4091,4,14/02/2021
3358,la livraison prend longtemps ...,4,TrustedShop,ShowRoom,4092,4,14/02/2021
3359,mauvaise coupe et mauvaise qualité .,2,TrustedShop,ShowRoom,4093,2,14/02/2021
3360,"bottes couleur camel commandées , celles que j ’ ai reçu sont noires . deuxième foi que ça arrive !",2,TrustedShop,ShowRoom,4094,2,14/02/2021
3361,"satisfaite de mon achat , en plus de la livraison rapide et suivi ( malgré les intempéries ) . les chaussures sont agréables et confortables .",5,TrustedShop,ShowRoom,4095,5,14/02/2021
3362,tout parfait .. robe très élégante ... je suis ravie ....,5,TrustedShop,ShowRoom,4097,5,14/02/2021
3363,la dernière article que j ai reçu été abîmé peut être parce la pull été sans emballage,3,TrustedShop,ShowRoom,4098,3,14/02/2021
3364,très bien et bons produits,5,TrustedShop,ShowRoom,4099,5,14/02/2021
3365,tres bien,5,TrustedShop,ShowRoom,4100,5,14/02/2021
3366,parfait,5,TrustedShop,ShowRoom,4102,5,14/02/2021
3367,"je n'ai jamais été déçue sur showroomprivé , à chaque commande irl c'est que du bonheur , articles vraiment très beaux et de qualité à prix très attractifs , livraison rapide , que du positif ! merci !",5,TrustedShop,ShowRoom,4103,5,14/02/2021
3368,un sac commandé en couleur marron a été livré en couleur noir .,3,TrustedShop,ShowRoom,4104,3,14/02/2021
3369,reçu en avance par rapport à la date prévue très satisfaite de l article,5,TrustedShop,ShowRoom,4106,5,14/02/2021
3370,"les articles commandés sont de bonnes qualité , ils sont arrivés dans les délais . un seul n ' a pu être livré et le remboursement s'est fait rapidement .",5,TrustedShop,ShowRoom,4107,5,14/02/2021
3371,produit de bonne qualité,5,TrustedShop,ShowRoom,4109,5,14/02/2021
3372,"les bottes sont confortables , belles et chaudes , je les aime .",5,TrustedShop,ShowRoom,4110,5,13/02/2021
3373,"parfait , tout est parfait . taille impeccable . je recommande",5,TrustedShop,ShowRoom,4111,5,13/02/2021
3374,tout était parfait,5,TrustedShop,ShowRoom,4112,5,13/02/2021
3375,showroom c'est top mais je sais pas ce qui leur a pris de changer les conditions de livraison ça m ' a très honnêtement freiner à commander souvent.dommage .,5,TrustedShop,ShowRoom,4113,5,13/02/2021
3376,site sérieux et très bon relationnel avec ses clients,5,TrustedShop,ShowRoom,4116,5,13/02/2021
3377,produit arrivé dans les temps et tout à fait conforme à la commande,5,TrustedShop,ShowRoom,4117,5,13/02/2021
3378,au top,5,TrustedShop,ShowRoom,4119,5,13/02/2021
3379,très satisfaite en tous points de vue .sérieux .,5,TrustedShop,ShowRoom,4120,5,13/02/2021
3380,très contente de ma commande . tous les articles sont comme je les imaginais . ravie !,5,TrustedShop,ShowRoom,4121,5,13/02/2021
3381,boîte cassé mais produit conforme malgré du papier collé sur les semelles que j'ai dû retiré une fois humidifier ...,4,TrustedShop,ShowRoom,4122,4,13/02/2021
3382,tout ok,5,TrustedShop,ShowRoom,4127,5,13/02/2021
3383,produits exellent . livraison tres longue .,4,TrustedShop,ShowRoom,4129,4,13/02/2021
3384,"j ’ ai commandé un ipad avec 64 gb de mémoire et ont m ’ a livré un avec 16 gb , pas très sérieux ...",3,TrustedShop,ShowRoom,4132,3,13/02/2021
3385,beaucoup trop d'emballage pour un article di petit et léger,5,TrustedShop,ShowRoom,4135,5,12/02/2021
3386,tout était ok,5,TrustedShop,ShowRoom,4137,5,12/02/2021
3387,tout est très bien,5,TrustedShop,ShowRoom,4139,5,12/02/2021
3388,"livraison rapide et soignée . ces bottines sont très belles . télétravail oblige , je n'ai pas encore pu les porter à l'extérieur mais j'ai hâte .",5,TrustedShop,ShowRoom,4140,5,12/02/2021
3389,"articles de magnifique qualité , je regrette pas mon achat",5,TrustedShop,ShowRoom,4142,5,12/02/2021
3390,je trouve que le délai de livraison est trop long,4,TrustedShop,ShowRoom,4143,4,12/02/2021
3391,très satisfaite de mon achat,5,TrustedShop,ShowRoom,4145,5,12/02/2021
3392,"colis arrivé bien avant la date prévue , une excellente surprise ! ! la marchandise exactement comme la photo et très bien ajusté . je reprendrais !",5,TrustedShop,ShowRoom,4146,5,12/02/2021
3393,très bien sauf un peu long avant de recevoir les articles . merci,4,TrustedShop,ShowRoom,4152,4,11/02/2021
3394,super bijou livré dans des délais rapides,5,TrustedShop,ShowRoom,4153,5,11/02/2021
3395,"l'article commandé correspond bien au descriptif , le délai de livraison à été respecté . je suis satisfaite de ce site .",5,TrustedShop,ShowRoom,4154,5,11/02/2021
3396,très contente de cet achat,5,TrustedShop,ShowRoom,4157,5,11/02/2021
3397,les vetements sont vraiment petit et pas tout a fait les memes que sur les photos .,3,TrustedShop,ShowRoom,4158,3,11/02/2021
3398,la qualité na rien à voir avec la photo notamment pour lhorloge,3,TrustedShop,ShowRoom,4159,3,11/02/2021
3399,parfait comme d'habitude . très belle qualité et conforme aux photos,5,TrustedShop,ShowRoom,4160,5,11/02/2021
3400,c'est la 3 ème fois qu'on m'envoie des commandes avec des articles manquants ou avec des trucs que je n'ai pas commandé . je ne recommande pas .,2,TrustedShop,ShowRoom,4161,2,11/02/2021
3401,déçu de ne pas avoir reçu ma chemise car apparemment il n ' y en avait plus ou je sais pas quoi ... sauf que vous m'avez remboursé 12€50 et dans cette somme il y a 10€ de bon cadeau qu'il faut que j'utilise rapidement maintenant sauf que j'ai besoin de rien et je vais l'ai perdre ! ! ! serait donc remboursé de seulement 2€50. ! ! ! ! ! ! vraiment déçu ! !,3,TrustedShop,ShowRoom,4162,3,11/02/2021
3402,"pas trop fan des matières synthétiques , alors je m'assure toujours des composition , matériaux etc . malheureusement , le bas du pyjamas n'est pas du coton à 100 % , donc je suis obligé de renvoyer l'article . dommage que la description n'est pas été mieux vérifier .",4,TrustedShop,ShowRoom,4164,4,11/02/2021
3403,aucun soucis,5,TrustedShop,ShowRoom,4167,5,11/02/2021
3404,sac qui correspond pas à mes attente je pensais que la anse etait un peu plus longue,1,TrustedShop,ShowRoom,4168,1,11/02/2021
3405,"très bonne qualité , j ’ ai adoré tout les articles ❤",5,TrustedShop,ShowRoom,4171,5,11/02/2021
3406,dommage pour le colis non livré,4,TrustedShop,ShowRoom,4172,4,11/02/2021
3407,"produits identique à la description , de bonne qualité , commande reçu à la date prévue encore merci showroom privé ! !",5,TrustedShop,ShowRoom,4174,5,11/02/2021
3408,"la personne chargée de l ’ après vente pour mon problème de commande incomplète à été formidable , à l ’ écoute et compatissante . je suis très mécontente que vous mettiez en vente un article que vous ne possédez pas .",4,TrustedShop,ShowRoom,4175,4,11/02/2021
3409,tres bien,5,TrustedShop,ShowRoom,4176,5,11/02/2021
3410,"je suis très contente de mes achats , j'ai eu toujours satifaction ( delai , livraison et colis ) , je recommande le site pour les dom ,",5,TrustedShop,ShowRoom,4177,5,11/02/2021
3411,je ne reçois jamais mes commandes et n'ai pas de réponse de showroom privé,1,TrustedShop,ShowRoom,4178,1,11/02/2021
3412,satisfaite,5,TrustedShop,ShowRoom,4179,5,11/02/2021
3413,"service nickel , après pour les marchandises , si on connaît les marques ou on achète c est nickel pour la taille et le confort . pour les marques que je ne connais pas , il faut essayer , un produit , car à ces prix je ne prends pas beaucoup de risques .",5,TrustedShop,ShowRoom,4180,5,11/02/2021
3414,"je suis déçu du service , je voulais faire un retour et je découvre que je serai déduite de 6€ en plus de ça je devai aussi affranchir le colis de 6€90 donc j'ai gardé le produit même si je ne le porterai pas car très grand . je ne ferai plus d'achat chez vous cordialement .",2,TrustedShop,ShowRoom,4181,2,11/02/2021
3415,"produits mal coupés , ne correspondant pas du tout au descriptif , taille ne correspondant pas non plus",2,TrustedShop,ShowRoom,4182,2,11/02/2021
3416,normalement j'aurai du être livré à domicile .je trouve le prix de la livraison excessif pour être livré en relais colis,4,TrustedShop,ShowRoom,4183,4,11/02/2021
3417,malgré ma commande incomplète le service client a été très compétent et m ' a remboursé et a fait un geste commercial .,5,TrustedShop,ShowRoom,4184,5,11/02/2021
3418,"bonjour je profite de cette évaluation car j attends depuis fin novembre une commande que je n ai toujours pas reçu , cette dernière à d abord été livré au mauvais endroit et donc renvoyer par le magasin , ensuite soit disant une nouvelle livraison a été programmée mais je n ai jamais reçu mon colis .... sinon dans l ensemble j aime bien votre site merci de voir de votre côté pour mon colis",1,TrustedShop,ShowRoom,4185,1,11/02/2021
3419,"je ne recommande pas showroomprivé en belgique . service client : 0 ! en fonction des marques , il arrive que les produits arrivent abîmés , que des erreurs sur le produit soient faites . surtout consultez bien leurs conditions générales avant d ’ acheter , elles mettent à votre charge les frais de retour de votre colis , notamment si le produit ne vous plaît pas par exemple et aussi dans d ’ autres cas .",1,TrustedShop,ShowRoom,4186,1,11/02/2021
3420,"tout s ’ est très bien passé ! j ’ avais eu une réduction pour mon anniversaire , j ’ en ai donc profité et je ne suis pas déçue car les articles sont de qualité !",5,TrustedShop,ShowRoom,4187,5,11/02/2021
3421,qualité des article médiocre et mauvaise taille reçue,4,TrustedShop,ShowRoom,4188,4,10/02/2021
3422,parfait,5,TrustedShop,ShowRoom,4190,5,10/02/2021
3423,chaussures avec un bon rapport qualité prix frais de port pas excessif,5,TrustedShop,ShowRoom,4191,5,10/02/2021
3424,je n ai reçu pour l instant que la moitié de ma commande !,1,TrustedShop,ShowRoom,4192,1,10/02/2021
3425,toujours au top,5,TrustedShop,ShowRoom,4194,5,10/02/2021
3426,tu étais parfait !,5,TrustedShop,ShowRoom,4196,5,10/02/2021
3427,plus de 50 % est sinthetique,1,TrustedShop,ShowRoom,4198,1,10/02/2021
3428,tout se que j ai commandé jusqu ' à maintenant correspondait exactement à mon attente .. très satisfaite,5,TrustedShop,ShowRoom,4199,5,10/02/2021
3429,conforme à mes deris,5,TrustedShop,ShowRoom,4200,5,10/02/2021
3430,super comme dhab,5,TrustedShop,ShowRoom,4202,5,10/02/2021
3431,bons produits,4,TrustedShop,ShowRoom,4203,4,10/02/2021
3432,chaussures arrivées abîmées donc devant être renvoyées .,3,TrustedShop,ShowRoom,4206,3,10/02/2021
3433,tres bon,5,TrustedShop,ShowRoom,4207,5,10/02/2021
3434,livraison prévue fin février ... ce qui était correct comme date de livraison . mais celle-ci est arrivée beaucoup trop tôt ( début févier ) ... un peu délicat avec les températures que nous connaissons ... surtout quand il y a des jeunes pousses ( même si celles-ci sont des vivaces ),4,TrustedShop,ShowRoom,4208,4,10/02/2021
3435,les chaussures patrizia pepe ne sont pas comme nouveau et en plus il y a un défaut .,3,TrustedShop,ShowRoom,4209,3,10/02/2021
3436,livraison rapide et produit conforme,5,TrustedShop,ShowRoom,4210,5,10/02/2021
3437,ce serait meiux la livraison à domicile,4,TrustedShop,ShowRoom,4211,4,10/02/2021
3438,je ne suis pas déçue de ma commande,4,TrustedShop,ShowRoom,4212,4,10/02/2021
3439,tout a été parfait ! merci,5,TrustedShop,ShowRoom,4213,5,10/02/2021
3440,très contente de mes commandes irl qualité et prix très belle bottines chaque année j'en commande,5,TrustedShop,ShowRoom,4214,5,09/02/2021
3441,tout parfaite,5,TrustedShop,ShowRoom,4215,5,09/02/2021
3442,"parfait , merci",5,TrustedShop,ShowRoom,4217,5,09/02/2021
3443,je suis entièrement satisfaite de cette marque . la livraison a été rapide .,5,TrustedShop,ShowRoom,4218,5,09/02/2021
3444,la livraison c ’ est nul les produits chinois,2,TrustedShop,ShowRoom,4219,2,09/02/2021
3445,arrivages parfois long . retours payant,4,TrustedShop,ShowRoom,4220,4,09/02/2021
3446,bonne qualité des produits à prix intéressant,5,TrustedShop,ShowRoom,4221,5,09/02/2021
3447,"produit de bonne qualité , showrooms est une site que je recommande vivement , produit arrivé en tant et en heure , carton un peu démoli mais aucun soucis pour le produit .",5,TrustedShop,ShowRoom,4223,5,09/02/2021
3448,très sérieux,5,TrustedShop,ShowRoom,4225,5,09/02/2021
3449,"pas très contente : beaucoup d ’ erreurs dans les commandes , certaines objets arrivent cassés ou en éclats et le service client laisse à désirer . clairement , ils ne font pas le poids face à d ’ autres concurrents . ayant fait plusieurs commandes qui se sont avérées être insatisfaisantes chez showroomprivé , je me permets donc de partager un tel commentaire !",1,TrustedShop,ShowRoom,4227,1,09/02/2021
3450,"sac super beau , je suis ravie",5,TrustedShop,ShowRoom,4228,5,09/02/2021
3451,la commande a répondu à mes attentes . beaux produits,5,TrustedShop,ShowRoom,4231,5,08/02/2021
3452,"j'ai été très satisfaite des articles achetés . les tailles sont parfaites . la livraison a eu lieu plus tôt que prévue , même s'ils ont oublié de m'envoyer un des articles achetés , une fois constaté j'ai contacté le service client qui m ' a remboursé dans les meilleurs délais .",5,TrustedShop,ShowRoom,4232,5,08/02/2021
3453,"jolis articles , bien taillés à prix raisonnables . merci",5,TrustedShop,ShowRoom,4233,5,08/02/2021
3454,commande livrée dans les délais . des prix intéressants . seuls problèmes : les descriptifs des produits sont trop succincts et les photos peuvent être trompeuses . un peu déçue des produits reçus .,4,TrustedShop,ShowRoom,4234,4,08/02/2021
3455,"livraison rapide . en revanche , sur un produit , la couleur ne correspondait pas vraiment à la photo . dommage pour ce petit loupé .",4,TrustedShop,ShowRoom,4235,4,08/02/2021
3456,"vêtements de maternité pratiques , confortables et accessibles . je suis ravie !",5,TrustedShop,ShowRoom,4236,5,08/02/2021
3457,vendu pour être du cuir mais ce n'en est clairement pas !,3,TrustedShop,ShowRoom,4237,3,08/02/2021
3458,rien à dire que du bonheur,5,TrustedShop,ShowRoom,4238,5,08/02/2021
3459,"très content de mon achat , mon épouse est ravie",5,TrustedShop,ShowRoom,4242,5,08/02/2021
3460,les pullovers n ’ etaient pas de au fil de cashmir mais d ’ une entreprise chino- italienne ou il y avait tres peu de cashmir,3,TrustedShop,ShowRoom,4243,3,07/02/2021
3461,tout c ’ est très bien passé,5,TrustedShop,ShowRoom,4245,5,07/02/2021
3462,délais de livraison respecté et produit conforme à la description,5,TrustedShop,ShowRoom,4246,5,07/02/2021
3463,très contente de mon achat et livraison un jour plus tôt .,5,TrustedShop,ShowRoom,4247,5,07/02/2021
3464,colis livré dans le délai donné et dans un état impeccable,5,TrustedShop,ShowRoom,4248,5,07/02/2021
3465,"moins de soucis qu'au début , globalement satisfait . merci ! ! !",4,TrustedShop,ShowRoom,4249,4,07/02/2021
3466,c ’ est très bien,4,TrustedShop,ShowRoom,4250,4,07/02/2021
3467,"les bijoux correspondent aux photos , très jolis et pas chers . voyons si ça tiens dans le temps",5,TrustedShop,ShowRoom,4251,5,07/02/2021
3468,contente de mes 2 robes reçues mais dommage que dans cette livraison il me manquait 2 articles alors que quand j ’ ai faite cette commande les 4 articles étaient disponibles .. les 2 articles manquants ont était remboursés très rapidement ..,5,TrustedShop,ShowRoom,4252,5,07/02/2021
3469,produit est de bonnes qualités - dommage que le sac manque de poche intérieure et/ou extérieure - il n ’ y avait pas les dimensions du sac mentionnées sur le site,4,TrustedShop,ShowRoom,4254,4,07/02/2021
3470,tres bonne qualite .,5,TrustedShop,ShowRoom,4255,5,06/02/2021
3471,très satisfaite,5,TrustedShop,ShowRoom,4257,5,06/02/2021
3472,déçu de mon article la qualité n ’ est vraiment pas au rendez-vous,3,TrustedShop,ShowRoom,4258,3,06/02/2021
3473,la boucle déjà décollee après a peine une semaine d'utilisation . très déçue .,4,TrustedShop,ShowRoom,4259,4,06/02/2021
3474,j ai pas apprécié l'échange avec le conseiller sur le fait de debiter 6.50 sur le remboursement du retour de ma commande ....,3,TrustedShop,ShowRoom,4262,3,06/02/2021
3475,la coupe des pantalons ne correspondent pas à la photo,4,TrustedShop,ShowRoom,4265,4,06/02/2021
3476,"juste déçue de l'article jogging car vu la photo je pensais qu'il y avait le pantalon et le haut , mais je n'ai eu que le bas ...",4,TrustedShop,ShowRoom,4270,4,05/02/2021
3477,je suis trés satisfait .,5,TrustedShop,ShowRoom,4271,5,05/02/2021
3478,tout s est tb passé,5,TrustedShop,ShowRoom,4272,5,05/02/2021
3479,"bijou de belle qualité , emballage soigné ! je suis très satisfaite !",4,TrustedShop,ShowRoom,4273,4,05/02/2021
3480,"produits de moyenne qualité , retour à 6€50 !",3,TrustedShop,ShowRoom,4274,3,05/02/2021
3481,parfait,5,TrustedShop,ShowRoom,4276,5,05/02/2021
3482,"super ! ! ! ! ! ! ! de très beaux bracelets pour faire un cadeau , emballage très soigné .",5,TrustedShop,ShowRoom,4277,5,05/02/2021
3483,objet conforme . délais de livraison plus court que prévu .,5,TrustedShop,ShowRoom,4278,5,05/02/2021
3484,"le livreur n ' a pas prévenu de son arrive . je n'ai pas contacté le service client , je n'ai pas d'avis .",5,TrustedShop,ShowRoom,4279,5,05/02/2021
3485,très satisfait,5,TrustedShop,ShowRoom,4280,5,04/02/2021
3486,satisfaite des articles commandés et de la livraison,4,TrustedShop,ShowRoom,4281,4,04/02/2021
3487,commande reçue en temps et en heure .,5,TrustedShop,ShowRoom,4283,5,04/02/2021
3488,"pour les retours français a de port à payer et par la poste , dommage ...",4,TrustedShop,ShowRoom,4285,4,04/02/2021
3489,quel site fabuleux que showroom . j ' y trouve de superbes articles comme cette ferrari radiocommandée pour mon petit neveu qui fête ses 6 ans . la livraison à domicile est parfaite et les prix très compétitifs .,5,TrustedShop,ShowRoom,4287,5,04/02/2021
3490,"produit top . prix top . showroom top . service de livraison parfois bien , souvent mauvais .",4,TrustedShop,ShowRoom,4289,4,04/02/2021
3491,livraison rapide et produit conforme à la photo ... très joli collier aux superbes couleurs,5,TrustedShop,ShowRoom,4290,5,04/02/2021
3492,tout ok,5,TrustedShop,ShowRoom,4291,5,04/02/2021
3493,juste un temps très long pour recevoir le colis .... quasi 1 mois ....,3,TrustedShop,ShowRoom,4292,3,04/02/2021
3494,"beau sac , contente de mon achat",5,TrustedShop,ShowRoom,4293,5,04/02/2021
3495,plusieurs commandes où je ne reçois pas les produits commandés et payés sans remboursement,3,TrustedShop,ShowRoom,4294,3,04/02/2021
3496,superbes chaussettes . très comfortable !,5,TrustedShop,ShowRoom,4295,5,04/02/2021
3497,la couleur de l'article ne correspond pas à la photo !,4,TrustedShop,ShowRoom,4296,4,04/02/2021
3498,reçu un article sur les 2 commandes,4,TrustedShop,ShowRoom,4297,4,04/02/2021
3499,je connaissais pas cette marque et j'ai adoré,5,TrustedShop,ShowRoom,4298,5,04/02/2021
3500,très bien rien à dire,5,TrustedShop,ShowRoom,4299,5,04/02/2021
3501,"colis tjr impeccable jusqu ' à présent , les délais de livraison pas tjr au top , les frais de livraison un peu élevés et enfin le service clientèle pas au top non plus j ai sonné 1 seule fois concernant 1 berceau et après 3 appels ( tarifies a mon compte puisque en france ! ) je n ai tjr pas compris pourquoi je pouvais pas acheté le berceau ! pourtant depuis que j ai découvert votre site je commande tous l",3,TrustedShop,ShowRoom,4303,3,03/02/2021
3502,"taille un peu grand , l'idéal est de prendre une pointure en dessous",5,TrustedShop,ShowRoom,4307,5,03/02/2021
3503,les produits sont super,5,TrustedShop,ShowRoom,4308,5,03/02/2021
3504,"je suis encore satisfaite de la commande ( taille , prix , qualité , ... ) , le site se spécialise dans les choix . le délai de livraison est appréciable . je recommande .",4,TrustedShop,ShowRoom,4310,4,03/02/2021
3505,attention : les vêtement que j'ai commandés de la marque irl pour showrooprivé.com taillent un peu grand . ex : un 38 sera plutôt porté pour un 40 etc ... autrement la qualité est correcte pour le prix,5,TrustedShop,ShowRoom,4311,5,03/02/2021
3506,très beaux bracelets,5,TrustedShop,ShowRoom,4312,5,03/02/2021
3507,cela ne me va pas je vais renvoyer la derniere commande,4,TrustedShop,ShowRoom,4313,4,03/02/2021
3508,"comme d'habitude , j'ai adoré mes articles irl , livraison rapide , rien à redire !",5,TrustedShop,ShowRoom,4315,5,03/02/2021
3509,"livraison rapide et bon état pour les dom , les vêtements sont de bonne qualité",5,TrustedShop,ShowRoom,4316,5,03/02/2021
3510,conforme à mes attentes,5,TrustedShop,ShowRoom,4317,5,03/02/2021
3511,satisfaite de ma commande . il me manquait juste un article dans le colis . mais le service client a tout arranger sans difficultés,5,TrustedShop,ShowRoom,4318,5,03/02/2021
3512,produits comme chez le coiffeur,5,TrustedShop,ShowRoom,4320,5,02/02/2021
3513,livraison jamais au bon endroit et tres tres en retard,2,TrustedShop,ShowRoom,4321,2,02/02/2021
3514,"adresse postale de showroomprive , pour le retour des articles , incorrecte .",4,TrustedShop,ShowRoom,4322,4,02/02/2021
3515,identique à la photo,5,TrustedShop,ShowRoom,4323,5,02/02/2021
3516,jolies couleurs et qualité qui paraît bien mais tout est trop petit malheureusement .,4,TrustedShop,ShowRoom,4324,4,02/02/2021
3517,site sérieux,5,TrustedShop,ShowRoom,4325,5,02/02/2021
3518,la commande était facile à passer . les délais ont été respectés . les articles achetés avaient un bel emballage que je conserverai pour ranger mes boucle d ’ oreille .,5,TrustedShop,ShowRoom,4326,5,02/02/2021
3519,"ce bijou a été décris comme étant en or 16 carats , et il n'en est rien , du toc ...",3,TrustedShop,ShowRoom,4327,3,02/02/2021
3520,livraison respectée,4,TrustedShop,ShowRoom,4328,4,02/02/2021
3521,"dans ma commande , oubli d'un article . j'ai donc du le recommander avec des frais de ports de nouveau à ajouter . un petit geste commercial aurait été le bienvenue .",4,TrustedShop,ShowRoom,4330,4,02/02/2021
3522,la commande correspond aux attentes,5,TrustedShop,ShowRoom,4331,5,02/02/2021
3523,déçue par la qualité du sac,3,TrustedShop,ShowRoom,4332,3,01/02/2021
3524,"livraison dans les meilleurs délais , les produits sont semblable à la description",5,TrustedShop,ShowRoom,4333,5,01/02/2021
3525,c'est bien dans l'ensemble,4,TrustedShop,ShowRoom,4334,4,01/02/2021
3526,les produits sont de bonne qualite . tentez de les envoyez directament aux açores .,5,TrustedShop,ShowRoom,4335,5,01/02/2021
3527,parfait,5,TrustedShop,ShowRoom,4336,5,01/02/2021
3528,très satisfaite de mon achat,5,TrustedShop,ShowRoom,4338,5,01/02/2021
3529,les articles sont de très bonne qualité,5,TrustedShop,ShowRoom,4339,5,01/02/2021
3530,très beaux bijoux merci,5,TrustedShop,ShowRoom,4340,5,31/01/2021
3531,satisfaite de mes achats et bonnes qualités,4,TrustedShop,ShowRoom,4342,4,31/01/2021
3532,ras . toujours bien livrée : en temps et en heure et un service client très réactif . bravo et continuez ainsi !,5,TrustedShop,ShowRoom,4345,5,31/01/2021
3533,"qualité top , livraison très rapide !",5,TrustedShop,ShowRoom,4347,5,31/01/2021
3534,ne taille pas correctement . je ne commanderai plus cette marque,4,TrustedShop,ShowRoom,4348,4,31/01/2021
3535,"j'aime tout , arrivé avant la date prévue , jolie couleur , super tout m ' a plu",5,TrustedShop,ShowRoom,4351,5,31/01/2021
3536,"souvent je regarde les vente privée , car j'aime beaucoup les vente du site je suis toujour heureuse des articles que je commande",5,TrustedShop,ShowRoom,4352,5,31/01/2021
3537,je suis plutôt satisfaite,4,TrustedShop,ShowRoom,4353,4,31/01/2021
3538,"c'était un cadeau , il a énormément plu , produit de qualité et livraison en 24h ! ! ! très très satisfaite ! ! ! ! merci .",5,TrustedShop,ShowRoom,4355,5,30/01/2021
3539,toujours pas été livré,1,TrustedShop,ShowRoom,4357,1,30/01/2021
3540,"très bonne réception , service client toujours disponible et sympathisue",5,TrustedShop,ShowRoom,4359,5,30/01/2021
3541,collier en malachites commandé et collier avec onyx reçu . erreur de commande,2,TrustedShop,ShowRoom,4360,2,30/01/2021
3542,très belle achat ...,5,TrustedShop,ShowRoom,4362,5,30/01/2021
3543,satisfait,5,TrustedShop,ShowRoom,4363,5,30/01/2021
3544,tous est parfait,5,TrustedShop,ShowRoom,4364,5,30/01/2021
3545,très bien dans l'ensemble .,5,TrustedShop,ShowRoom,4365,5,30/01/2021
3546,toujours je suis contente avec showroom,5,TrustedShop,ShowRoom,4370,5,29/01/2021
3547,"j'allais mettre excellent pour tout mais j'ai trouvé des difficultés de livraison pour le livreur pdp , et j'ai pas reçu un colis qui perdu par le livreur chronopost . pour la poste , c'est excellent",4,TrustedShop,ShowRoom,4374,4,29/01/2021
3548,ras satisfait du produit conforme à mes attentes,5,TrustedShop,ShowRoom,4378,5,29/01/2021
3549,"tres contente de mon achat , la qualité est au top . très bon prix .",5,TrustedShop,ShowRoom,4379,5,29/01/2021
3550,"malheureusement j'attends toujours des nouvelles de la commande que j'ai sois disant retiré à la poste le 14/01 . toujours pas de renvoie de commande et encore moins un remboursement . en dehors de se problème , showroomprive.com reste un site de qualité . pour plus de 30 commandes effectuée , une a été annulé par votre service et une est en attente de résolution toutes les autres sont ok",3,TrustedShop,ShowRoom,4380,3,29/01/2021
